timestamp,solving_id,question_id,user_answer,elapsed_time
1566251402989,103,q8657,c,26000
1566251485050,104,q10128,d,44000
1566251576846,105,q4563,b,55000
1566251710221,106,q5458,a,69000
1566335987833,107,q6179,a,27000
1566336090611,108,q9148,a,81000
1566336189695,109,q5283,c,34000
1566336258906,110,q6551,c,43000
1566336313772,111,q3945,b,30000
1566336375193,112,q8578,b,28000
1566336423726,113,q5050,d,32000
1566336479649,114,q5507,d,24000
1566336566671,115,q3995,a,25000
1566336652108,116,q10149,a,52000
1566393718814,117,q5741,d,24000
1566393782010,118,q4318,a,47000
1566393880470,119,q8455,d,32000
1566393941432,120,q9820,a,40000
1566394006370,121,q6087,a,41000
1566394079441,122,q5553,b,50000
1566394183012,123,q4495,a,79000
1566394265343,124,q8818,d,39000
1566403603555,125,q6390,b,99000
1566403680150,126,q6113,c,36000
1566477971834,127,q668,b,21000
1566478120960,128,q947,b,27000
1566478221669,129,q676,c,21000
1566478358854,130,q834,a,26000
1566478478508,131,q703,a,23000
1566478590862,132,q967,b,21000
1566478699889,133,q1346,c,22000
1566478826750,134,q467,a,22000
1566478931185,135,q850,a,21000
1566479042611,136,q316,b,19000
1566479222897,137,q5786,d,64000
1566479334945,138,q9477,b,56000
1566479465517,139,q4031,b,76000
1566479596937,140,q5774,a,88000
1566479655945,141,q5060,c,33000
1566479711815,142,q17284,d,28000
1566479777267,143,q6378,d,48000
1566479854280,144,q4528,c,52000
1566479956374,145,q5682,c,67000
1566480029356,146,q5899,c,32000
1566655050670,147,q555,a,22000
1566655166546,148,q749,b,20000
1566655263279,149,q237,c,26000
1566655376873,150,q380,b,23000
1566655508317,151,q1310,c,21000
1566655616931,152,q945,a,20000
1566655752431,153,q754,c,21000
1566655865760,154,q667,b,40000
1566656000171,155,q1062,c,26000
1566656064945,156,q600,b,21000
1566739452169,157,q523,c,18000
1566739512607,158,q469,c,19000
1566739611724,159,q1049,b,19000
1566739714652,160,q1340,a,21000
1566739827528,161,q243,a,24000
1566739962124,162,q729,c,23000
1566740085365,163,q1395,a,25000
1566740212048,164,q1383,b,20000
1566740321497,165,q802,b,17000
1566740398275,166,q870,b,22000
1566769042752,167,q5838,d,35000
1566769074781,168,q4202,b,20000
1566769142687,169,q5392,a,31000
1566769185012,170,q9455,d,24000
1566769245048,171,q5763,b,34000
1566769341632,172,q8692,a,57000
1566769426382,173,q6497,d,57000
1566769530012,174,q8758,b,59000
1566769666473,175,q6401,a,28000
1566769705559,176,q5243,a,13000
1566807303525,177,q5039,b,23000
1566807368945,178,q9777,b,16000
1566807441912,179,q4001,a,48000
1566807574043,180,q6075,a,58000
1566807624178,181,q4402,a,19000
1566807815821,182,q8373,c,162000
1566807938850,183,q5311,d,55000
1566808075134,184,q4474,b,92000
1566808173252,185,q6431,b,45000
1566808273846,186,q3843,c,41000
1566825408375,187,q552,b,12000
1566825551851,188,q858,b,20000
1566826374906,189,q477,b,20000
1566826477072,190,q764,b,19000
1566826562545,191,q1149,a,20000
1566856041583,192,q6543,a,56000
1566856272978,193,q5075,d,59000
1566856367080,194,q5452,b,26000
1566856458417,195,q8955,b,34000
1566856561170,196,q5652,c,75000
1566911243285,197,q4539,a,48000
1566911325785,198,q3728,a,43000
1566911394801,199,q17291,b,37000
1566911459552,200,q5315,a,51000
1566911522268,201,q4925,c,26000
1566997726360,202,q1319,b,19000
1566997845253,203,q897,b,19000
1566997953116,204,q1186,b,17000
1566998064650,205,q1157,a,17000
1566998197481,206,q591,c,24000
1567087122182,207,q3788,d,21000
1567087222806,208,q17262,d,64000
1567114403823,209,q5361,c,20000
1567115014757,210,q5294,d,16000
1567115048137,211,q3691,a,23000
1567115171816,212,q17151,b,90000
1567115278481,213,q4790,b,34000
1567115395963,214,q6059,c,87000
1567115478770,215,q6156,b,38000
1567115622838,216,q17213,b,84000
1567139631713,217,q104,b,63000
1567139873125,218,q1724,c,39000
1567139873135,218,q1722,a,39000
1567139873167,218,q1723,a,39000
1567140388553,219,q10649,a,57500
1567140388553,219,q10648,b,57500
1567140388557,219,q10647,d,57500
1567140388587,219,q10646,c,57500
1567140411742,219,q10647,d,4750
1567140411879,219,q10646,c,4750
1567140411880,219,q10648,b,4750
1567140411906,219,q10649,a,4750
1567141435225,220,q10029,b,19000
1567149292849,221,q10020,b,30000
1567149499948,222,q1738,a,48333
1567149499972,222,q1737,b,48333
1567149500048,222,q1739,a,48333
1567150239423,223,q1456,a,44333
1567150239562,223,q1455,c,44333
1567150239563,223,q1457,b,44333
1567150490173,224,q10026,b,32000
1567150545584,225,q10033,a,32000
1567150695892,226,q1729,b,34333
1567150696019,226,q1730,b,34333
1567150696024,226,q1728,b,34333
1567150905066,227,q1002,b,51000
1567151045308,228,q1361,c,57000
1567151149311,229,q1247,a,47000
1567151339421,230,q1515,d,41666
1567151339595,230,q1516,d,41666
1567151339609,230,q1517,d,41666
1567156993340,231,q10045,a,300000
1567157241136,232,q1779,a,36666
1567157241284,232,q1781,b,36666
1567157241293,232,q1780,c,36666
1567288980575,233,q11835,c,42250
1567288980623,233,q11837,d,42250
1567288980646,233,q11838,b,42250
1567288980708,233,q11836,a,42250
1567345274793,234,q1885,a,49666
1567345274834,234,q1886,a,49666
1567345274894,234,q1884,c,49666
1567345579999,235,q2357,a,38000
1567345580018,235,q2355,b,38000
1567345580034,235,q2356,c,38000
1567345892524,236,q2526,a,36666
1567345892547,236,q2528,c,36666
1567345892552,236,q2527,b,36666
1567346152874,237,q1927,b,35666
1567346152886,237,q1928,b,35666
1567346152899,237,q1926,d,35666
1567346432948,238,q2542,d,30000
1567346432962,238,q2541,a,30000
1567346432984,238,q2543,a,30000
1567430280575,239,q3114,a,51666
1567430280627,239,q3115,a,51666
1567430280636,239,q3116,a,51666
1567430592285,240,q3190,b,43000
1567430592311,240,q3191,a,43000
1567430592321,240,q3189,b,43000
1567430825963,241,q3121,d,34666
1567430825969,241,q3120,b,34666
1567430826004,241,q3122,d,34666
1567431198153,242,q2617,a,39666
1567431198248,242,q2618,c,39666
1567431199156,242,q2616,c,39666
1567460839046,243,q3004,a,32666
1567460839052,243,q3005,a,32666
1567460839103,243,q3003,a,32666
1567461068206,244,q2829,d,37000
1567461068221,244,q2831,a,37000
1567461068313,244,q2830,b,37000
1567461317304,245,q3514,a,41333
1567461317322,245,q3515,d,41333
1567461317331,245,q3513,c,41333
1567461550116,246,q3335,a,36666
1567461550143,246,q3334,a,36666
1567461550276,246,q3333,c,36666
1567465924688,247,q2898,b,249666
1567465924689,247,q2899,a,249666
1567465924852,247,q2900,a,249666
1567515666928,248,q1704,a,36666
1567515666940,248,q1705,b,36666
1567515666976,248,q1706,d,36666
1567515961770,249,q2263,b,41333
1567515961811,249,q2262,b,41333
1567515961867,249,q2264,a,41333
1567516182748,250,q2233,d,35000
1567516182799,250,q2234,c,35000
1567516182811,250,q2232,a,35000
1567516432083,251,q1980,c,39333
1567516432109,251,q1981,c,39333
1567516432135,251,q1982,b,39333
1567516770332,252,q1760,a,41000
1567516770359,252,q1759,d,41000
1567516770395,252,q1758,b,41000
1567517013783,253,q485,b,21000
1567517134968,254,q150,c,26000
1567517190405,255,q698,b,25000
1567517260871,256,q668,c,19000
1567517341508,257,q850,b,21000
1567517420484,258,q555,b,28000
1567517485871,259,q749,a,23000
1567517546928,260,q1310,c,19000
1567517624777,261,q754,a,20000
1567517687926,262,q667,c,18000
1567517957517,263,q600,c,19000
1567518023374,264,q243,c,18000
1567518094585,265,q729,c,22000
1567518166673,266,q1149,b,16000
1567518205185,267,q1319,c,16000
1567720315662,268,q7016,a,118400
1567720315683,268,q7013,d,118400
1567720315716,268,q7015,c,118400
1567720315721,268,q7017,c,118400
1567720315721,268,q7014,b,118400
1567720895371,269,q7612,a,107600
1567720895392,269,q7608,c,107600
1567720895424,269,q7610,a,107600
1567720895434,269,q7611,b,107600
1567720898518,269,q7609,d,107600
1567893088447,270,q7461,a,71800
1567893088459,270,q7460,b,71800
1567893088490,270,q7463,b,71800
1567893088497,270,q7464,d,71800
1567893088723,270,q7462,d,71800
1567893817847,271,q7887,d,106600
1567893817866,271,q7888,b,106600
1567893817894,271,q7890,a,106600
1567893817930,271,q7889,d,106600
1567893817957,271,q7886,c,106600
1567894592695,272,q7523,b,127200
1567894592709,272,q7524,a,127200
1567894592721,272,q7521,b,127200
1567894592772,272,q7522,c,127200
1567894592810,272,q7520,a,127200
1567978902667,273,q5012,b,33000
1567978968729,274,q4829,c,28000
1567979068913,275,q6528,c,77000
1567979221621,276,q4793,b,62000
1567979347847,277,q5049,a,79000
1567979442864,278,q17211,c,74000
1567979528184,279,q4760,a,47000
1567979624100,280,q3911,d,45000
1567979724984,281,q17122,b,60000
1567979819780,282,q5071,b,65000
1567979884231,283,q9724,c,26000
1567979941256,284,q3791,d,39000
1568122347501,285,q61,c,29000
1568122438067,286,q172,c,25000
1568122508616,287,q8057,c,26000
1568122606993,288,q8143,a,29000
1568122695756,289,q135,b,25000
1568122817085,290,q8108,d,24000
1568123913951,291,q3156,b,1333
1568123913953,291,q3157,b,1333
1568123913997,291,q3158,d,1333
1568124104854,292,q2954,d,666
1568124104862,292,q2953,d,666
1568124105016,292,q2952,a,666
1568124314070,293,q3397,a,37333
1568124314076,293,q3396,c,37333
1568124314080,293,q3398,d,37333
1568124496511,294,q3460,c,6666
1568124496527,294,q3459,b,6666
1568124497268,294,q3461,a,6666
1568124633394,295,q2640,c,9000
1568124633415,295,q2641,b,9000
1568124633422,295,q2642,a,9000
1568155710417,296,q10640,d,51750
1568155710437,296,q10641,a,51750
1568155710494,296,q10639,a,51750
1568155710554,296,q10638,a,51750
1568155993936,297,q6853,b,33000
1568155993961,297,q6856,b,33000
1568155993982,297,q6854,a,33000
1568155994588,297,q6855,d,33000
1568156344759,298,q6880,d,79500
1568156344784,298,q6878,b,79500
1568156344837,298,q6877,d,79500
1568156344892,298,q6879,b,79500
1568157370969,299,q6806,c,113750
1568157370983,299,q6808,d,113750
1568157373695,299,q6805,c,113750
1568157373723,299,q6807,c,113750
1568181478385,300,q10634,b,42750
1568181478400,300,q10636,a,42750
1568181478462,300,q10635,a,42750
1568181478572,300,q10637,c,42750
1568181657509,301,q5221,b,102000
1568183022264,302,q6924,a,65000
1568183022280,302,q6922,b,65000
1568183022290,302,q6923,c,65000
1568183022367,302,q6921,c,65000
1568183324880,303,q6194,a,93000
1568183405783,304,q4127,a,54000
1568183768081,305,q4563,b,30000
1568278371170,306,q5458,a,64000
1568343972691,307,q9148,d,30000
1568344009755,308,q5507,b,18000
1568344148367,309,q10149,a,106000
1568344231656,310,q4318,d,43000
1568344301414,311,q5838,d,22000
1568344380708,312,q5763,d,40000
1568344451189,313,q4001,a,48000
1568344622188,314,q8373,d,95000
1568344696063,315,q6543,a,48000
1568344848088,316,q5075,b,94000
1568344951512,317,q17151,d,72000
1568345052779,318,q6059,c,42000
1568346880888,319,q6930,c,62750
1568346880922,319,q6929,c,62750
1568346880926,319,q6931,c,62750
1568346880957,319,q6932,a,62750
1568450064588,320,q6665,c,55250
1568450064674,320,q6667,a,55250
1568450064679,320,q6668,a,55250
1568450064705,320,q6666,b,55250
1568450285934,321,q6987,d,37250
1568450285945,321,q6986,c,37250
1568450285955,321,q6985,b,37250
1568450286011,321,q6988,a,37250
1568450509037,322,q11833,b,35250
1568450509060,322,q11834,a,35250
1568450509127,322,q11831,d,35250
1568450509216,322,q11832,a,35250
1568640633013,323,q13,a,26000
1568640724642,324,q8096,a,32000
1568640807224,325,q188,c,25000
1568640865347,326,q176,b,26000
1568640976655,327,q29,d,29000
1568641073348,328,q46,a,24000
1568685266336,329,q2520,a,119666
1568685266347,329,q2522,b,119666
1568685266430,329,q2521,d,119666
1568699575882,330,q9463,b,26000
1568699774199,331,q5922,d,158000
1568702205045,332,q5773,b,139000
1568702431048,333,q6486,d,183000
1568705057072,334,q10119,b,40000
1568705170162,335,q8460,a,67000
1568705977911,336,q4166,b,85000
1568706228179,337,q4055,d,42000
1568706941883,338,q9965,d,318000
1568707101461,339,q5052,a,121000
1568707798469,340,q6571,b,142750
1568707798489,340,q6569,c,142750
1568707798500,340,q6570,c,142750
1568707798554,340,q6572,d,142750
1568708244438,341,q6650,c,85250
1568708244456,341,q6651,b,85250
1568708244457,341,q6652,b,85250
1568708244477,341,q6649,d,85250
1568729894598,342,q1918,a,46000
1568729894606,342,q1917,c,46000
1568729894668,342,q1919,b,46000
1568730476792,343,q2213,a,30000
1568730476806,343,q2212,c,30000
1568730476868,343,q2211,b,30000
1568730954964,344,q2195,b,32000
1568730954968,344,q2193,a,32000
1568730955344,344,q2194,c,32000
1568732772613,345,q2408,c,36333
1568732772642,345,q2407,d,36333
1568732772642,345,q2406,b,36333
1568755178954,346,q2671,a,61666
1568755179040,346,q2670,b,61666
1568755179098,346,q2672,c,61666
1568755546182,347,q2680,b,59333
1568755546212,347,q2681,c,59333
1568755546220,347,q2679,b,59333
1568755829848,348,q2917,a,38333
1568755829855,348,q2916,b,38333
1568755830224,348,q2918,a,38333
1568756155548,349,q3113,c,44333
1568756155557,349,q3112,c,44333
1568756155605,349,q3111,a,44333
1568756477935,350,q2624,b,38000
1568756478803,350,q2622,a,38000
1568756478897,350,q2623,b,38000
1568761187025,351,q1765,a,42333
1568761187140,351,q1764,c,42333
1568761187143,351,q1766,b,42333
1568761510647,352,q1761,b,44666
1568761511035,352,q1763,c,44666
1568761511040,352,q1762,c,44666
1568766219960,353,q8168,c,28000
1568766305501,354,q11,c,42000
1568766386174,355,q11194,b,24000
1568766487690,356,q8090,d,24000
1568766560553,357,q8161,d,27000
1568766888086,358,q65,b,27000
1568766965524,359,q11243,b,26000
1568767034076,360,q59,c,29000
1568767112613,361,q111,d,34000
1568767234632,362,q8179,c,28000
1568768310805,363,q1418,d,6666
1568768310874,363,q1417,c,6666
1568768310930,363,q1416,a,6666
1568768959464,364,q2567,c,29666
1568768959493,364,q2566,a,29666
1568768959499,364,q2565,c,29666
1568785624457,365,q7401,b,150750
1568785624468,365,q7398,c,150750
1568785624511,365,q7400,b,150750
1568785624656,365,q7399,d,150750
1568800327884,366,q8022,a,129500
1568800327884,366,q8025,b,129500
1568800327886,366,q8023,d,129500
1568800327944,366,q8024,c,129500
1568804505214,367,q7875,d,86600
1568804505273,367,q7873,c,86600
1568804505287,367,q7872,a,86600
1568804505299,367,q7871,d,86600
1568804505317,367,q7874,c,86600
1568814485775,368,q11040,b,31000
1568814789417,369,q131,c,26000
1568815015405,370,q73,b,26000
1568815878747,371,q56,c,229000
1568816041028,372,q11182,d,54000
1568817001849,373,q8103,d,324000
1568817222160,374,q8074,c,29000
1568817556021,375,q171,d,159000
1568819606292,376,q11220,b,319000
1568819886610,377,q158,c,27000
1568844908355,378,q1577,c,44000
1568844908572,378,q1576,c,44000
1568844908640,378,q1575,c,44000
1568845288332,379,q1740,d,46666
1568845288375,379,q1742,b,46666
1568845288389,379,q1741,d,46666
1568845629948,380,q1924,b,47000
1568845629948,380,q1925,a,47000
1568845629964,380,q1923,b,47000
1568845941694,381,q2116,c,37000
1568845941743,381,q2115,c,37000
1568845941766,381,q2117,b,37000
1568846355638,382,q2150,a,36333
1568846355670,382,q2148,d,36333
1568846355678,382,q2149,b,36333
1568867584526,383,q7511,c,299600
1568867584533,383,q7512,d,299600
1568867584544,383,q7510,c,299600
1568867584623,383,q7513,d,299600
1568867584740,383,q7514,b,299600
1568869778688,384,q7771,b,238000
1568869778719,384,q7770,c,238000
1568869778741,384,q7772,d,238000
1568969008266,385,q3313,a,42000
1568969008316,385,q3312,a,42000
1568969008408,385,q3314,b,42000
1568969273073,386,q3560,c,46000
1568969273105,386,q3559,b,46000
1568969277567,386,q3558,d,46000
1568969494840,387,q2859,a,11000
1568969494847,387,q2861,d,11000
1568969494850,387,q2860,d,11000
1569025442787,388,q6887,b,43500
1569025442837,388,q6885,a,43500
1569025442861,388,q6888,b,43500
1569025442978,388,q6886,b,43500
1569049909558,389,q11549,d,63000
1569049909566,389,q11548,a,63000
1569049909640,389,q11550,c,63000
1569049909669,389,q11547,a,63000
1569050317587,390,q6568,b,56500
1569050317593,390,q6565,a,56500
1569050317626,390,q6567,b,56500
1569050317726,390,q6566,d,56500
1569052616612,391,q6968,c,65500
1569052616666,391,q6967,c,65500
1569052616676,391,q6966,d,65500
1569052616762,391,q6965,b,65500
1569053032804,392,q6869,a,74500
1569053032832,392,q6871,d,74500
1569053032882,392,q6870,b,74500
1569053032899,392,q6872,a,74500
1569053881855,393,q7260,d,129400
1569053881861,393,q7258,c,129400
1569053881904,393,q7261,d,129400
1569053881918,393,q7257,d,129400
1569053882076,393,q7259,c,129400
1569054754534,394,q7249,d,108800
1569054754567,394,q7248,a,108800
1569054754573,394,q7247,d,108800
1569054754579,394,q7250,a,108800
1569054754687,394,q7251,b,108800
1569074312877,395,q2660,a,33666
1569074312943,395,q2659,b,33666
1569074312964,395,q2658,b,33666
1569074572092,396,q2848,a,43333
1569074572114,396,q2849,a,43333
1569074572121,396,q2847,c,43333
1569074808566,397,q2721,a,30333
1569074808598,397,q2723,a,30333
1569074808612,397,q2722,b,30333
1569075035041,398,q3416,d,38666
1569075035072,398,q3415,a,38666
1569075035140,398,q3414,b,38666
1569075248465,399,q3411,c,39000
1569075248540,399,q3413,d,39000
1569075248637,399,q3412,c,39000
1569157993775,400,q3222,a,37333
1569157993800,400,q3223,c,37333
1569157993814,400,q3224,d,37333
1569158259997,401,q2601,a,40333
1569158260004,401,q2603,b,40333
1569158260049,401,q2602,a,40333
1569158567870,402,q3524,c,40333
1569158567923,402,q3522,b,40333
1569158567943,402,q3523,a,40333
1569158820931,403,q2846,c,31666
1569158820935,403,q2844,b,31666
1569158820985,403,q2845,d,31666
1569159048942,404,q3425,d,36333
1569159048952,404,q3423,b,36333
1569159048966,404,q3424,a,36333
1569246148784,405,q3557,b,33333
1569246148785,405,q3556,b,33333
1569246148882,405,q3555,b,33333
1569246404850,406,q3306,d,31333
1569246404867,406,q3307,a,31333
1569246404890,406,q3308,d,31333
1569247302408,407,q2627,b,37666
1569247302423,407,q2626,c,37666
1569247302480,407,q2625,d,37666
1569247673264,408,q2608,c,38666
1569247673270,408,q2609,c,38666
1569247673274,408,q2607,c,38666
1569247962132,409,q3388,b,41666
1569247962149,409,q3389,c,41666
1569247962151,409,q3387,b,41666
1569275203698,410,q6355,b,21000
1569275299020,411,q6336,a,62000
1569275355101,412,q9825,b,31000
1569275568132,413,q5328,d,39000
1569275661982,414,q5308,b,48000
1569275755091,415,q4602,c,57000
1569275807985,416,q9094,d,27000
1569275901062,417,q9578,c,76000
1569275995704,418,q4181,b,13000
1569276102188,419,q4121,d,66000
1569284149262,420,q6194,a,16000
1569284198586,421,q5221,a,32000
1569284777870,422,q6871,d,40250
1569284777905,422,q6870,b,40250
1569284777956,422,q6872,b,40250
1569284778020,422,q6869,a,40250
1569284929109,423,q591,b,23000
1569284991519,424,q243,c,21000
1569285073024,425,q754,a,24000
1569285315335,426,q850,b,18000
1569285372959,427,q1319,c,19000
1569287178109,428,q729,b,52000
1569287283435,429,q667,a,25000
1569287374890,430,q555,c,22000
1569316926498,431,q3353,b,34000
1569316926528,431,q3351,b,34000
1569316926608,431,q3352,a,34000
1569317801531,432,q2610,a,28666
1569317801607,432,q2612,c,28666
1569317801615,432,q2611,c,28666
1569318188144,433,q3225,c,26333
1569318188164,433,q3226,c,26333
1569318188181,433,q3227,c,26333
1569318524213,434,q3117,d,26000
1569318524255,434,q3119,d,26000
1569318524275,434,q3118,d,26000
1569318758720,435,q2903,b,34666
1569318758723,435,q2901,a,34666
1569318758817,435,q2902,c,34666
1569320013543,436,q8874,d,24000
1569320201314,437,q6071,a,81000
1569320544602,438,q5493,b,107000
1569320980524,439,q5309,a,88000
1569321070271,440,q9672,b,48000
1569321142525,441,q6127,d,44000
1569321222545,442,q6465,b,36000
1569330702461,443,q5731,b,62000
1569330800142,444,q9004,a,44000
1569330887048,445,q5564,b,62000
1569331876791,446,q8065,d,29000
1569332338562,447,q7,b,37000
1569332497283,448,q11033,c,23000
1569332562744,449,q63,b,25000
1569332646881,450,q8131,d,28000
1569366821751,451,q555,c,31000
1569366922604,452,q243,c,21000
1569368176508,453,q4135,a,1200000
1569368543137,454,q4059,b,218000
1569392229981,455,q9010,d,87000
1569392416646,456,q6547,d,162000
1569392512820,457,q5428,d,48000
1569419753144,458,q3527,c,33333
1569419753189,458,q3525,d,33333
1569419754051,458,q3526,c,33333
1569419998743,459,q2864,a,40666
1569419998759,459,q2863,c,40666
1569419998781,459,q2862,d,40666
1569448935606,460,q4122,d,40000
1569448995300,461,q17060,b,28000
1569449041139,462,q4502,b,26000
1569449221448,463,q4527,b,117000
1569449303229,464,q3956,d,64000
1569453861755,465,q10005,a,82000
1569453973444,466,q5063,c,80000
1569454506137,467,q4886,c,221000
1569454863495,468,q5775,d,235000
1569455317545,469,q17074,b,31000
1569465304690,470,q5063,a,66000
1569465418473,471,q6336,c,68000
1569466239741,472,q6114,c,140000
1569466582020,473,q3672,d,171000
1569466868166,474,q4135,b,23000
1569466908307,475,q3672,c,24000
1569466970941,476,q5758,a,25000
1569467145798,477,q9558,d,98000
1569467224915,478,q4450,b,38000
1569467310544,479,q6740,c,37000
1569469090271,480,q5316,d,188000
1569475799631,481,q9077,d,313000
1569475869837,482,q8407,b,47000
1569475949462,483,q3910,c,55000
1569476405460,484,q10710,b,44000
1569476405498,484,q10709,a,44000
1569476405529,484,q10708,c,44000
1569476405554,484,q10711,a,44000
1569476722565,485,q6990,c,53250
1569476722574,485,q6989,c,53250
1569476722594,485,q6991,b,53250
1569476722648,485,q6992,b,53250
1569477027284,486,q6766,d,60000
1569477027295,486,q6767,a,60000
1569477027319,486,q6765,d,60000
1569477027685,486,q6768,c,60000
1569479066855,487,q6643,c,36750
1569479066863,487,q6641,a,36750
1569479066905,487,q6642,c,36750
1569479066929,487,q6644,d,36750
1569479315639,488,q11546,d,35750
1569479315639,488,q11545,a,35750
1569479315658,488,q11544,b,35750
1569479315660,488,q11543,c,35750
1569481365934,489,q6965,b,48000
1569481365953,489,q6966,d,48000
1569481365970,489,q6967,c,48000
1569481365987,489,q6968,a,48000
1569481578888,490,q3259,d,54666
1569481578927,490,q3258,b,54666
1569481578929,490,q3260,d,54666
1569483925099,491,q2664,d,25666
1569483925106,491,q2665,b,25666
1569483925111,491,q2666,d,25666
1569484146504,492,q2709,a,27666
1569484146540,492,q2711,a,27666
1569484146559,492,q2710,c,27666
1569484392036,493,q3277,c,40666
1569484392041,493,q3276,b,40666
1569484392049,493,q3278,c,40666
1569484591644,494,q3404,d,35333
1569484591794,494,q3402,c,35333
1569484591877,494,q3403,d,35333
1569484960755,495,q8170,d,32000
1569485079036,496,q11176,d,25000
1569485260009,497,q154,b,90000
1569485333719,498,q8140,a,25000
1569485447771,499,q187,c,31000
1569486384744,500,q10961,b,29000
1569486463676,501,q8101,c,30000
1569486540963,501,q8101,a,24000
1569486595426,502,q7,d,26000
1569486683312,503,q174,d,34000
1569486802015,504,q8170,a,26000
1569486858643,505,q174,a,26000
1569486936958,506,q108,a,23000
1569487009445,507,q11198,a,25000
1569487322380,508,q600,c,20000
1569487406761,509,q1273,c,23000
1569487465692,510,q758,c,21000
1569487565686,511,q265,b,18000
1569487628445,512,q550,c,23000
1569487739235,512,q550,a,23000
1569487842482,513,q749,a,23000
1569487894757,514,q890,c,19000
1569488097282,515,q485,c,20000
1569488164886,516,q698,b,20000
1569505902621,517,q6766,c,19000
1569505902633,517,q6768,d,19000
1569505902645,517,q6765,d,19000
1569505902699,517,q6767,b,19000
1569506007364,518,q5611,a,53000
1569506065489,519,q9039,c,23000
1569506128962,520,q5686,c,36000
1569506184256,521,q4476,c,23000
1569506284722,522,q8666,b,70000
1569534663306,523,q9555,a,79000
1569534775098,524,q5031,b,59000
1569534920989,525,q4878,d,58000
1569535034841,526,q4151,b,64000
1569535111505,527,q8967,c,35000
