,user_id,timestamp,solving_id,question_id,user_answer,elapsed_time,action_type,item_id,source,platform,cursor_time,bundle_id,explanation_id,correct_answer,part,tags,deployed_at,correct,score
48,u10366,1567383330778,37.0,q6336,a,29000.0,0,0,0,0,0.0,b4868,e4868,c,5,117,1558093360285,0,0.5409836065573771
49,u10366,1567383445222,38.0,q5133,b,41000.0,0,0,0,0,0.0,b3665,e3665,d,5,74,1568636345912,0,0.5409836065573771
50,u10366,1567383544201,39.0,q5248,b,22000.0,0,0,0,0,0.0,b3780,e3780,a,5,97,1571278382478,0,0.5409836065573771
51,u10366,1567383634460,40.0,q6185,d,19000.0,0,0,0,0,0.0,b4717,e4717,c,5,145,1558092756175,0,0.5409836065573771
52,u10366,1567401214024,41.0,q4886,d,68000.0,0,0,0,0,0.0,b3418,e3418,d,5,91,1558094934838,1,0.5409836065573771
53,u10366,1567401347304,42.0,q9594,a,87000.0,0,0,0,0,0.0,b6945,e6945,b,5,73,1565336421710,0,0.5409836065573771
54,u10366,1567401527520,43.0,q5265,a,48000.0,0,0,0,0,0.0,b3797,e3797,b,5,121,1571278415617,0,0.5409836065573771
55,u10366,1567401708148,44.0,q5484,c,77000.0,0,0,0,0,0.0,b4016,e4016,a,5,86,1571279130361,0,0.5409836065573771
56,u10366,1567401892199,45.0,q4318,b,33000.0,0,0,0,0,0.0,b2850,e2850,d,5,91,1572413807204,0,0.5409836065573771
57,u10366,1567402084053,46.0,q165,d,26000.0,0,0,0,0,0.0,b165,e165,b,1,20;21;185,1514558260726,0,0.5409836065573771
58,u10366,1567402219514,47.0,q150,b,23000.0,0,0,0,0,0.0,b150,e150,d,1,5;2;182,1514559506263,0,0.5409836065573771
59,u10366,1567402367259,48.0,q164,c,23000.0,0,0,0,0,0.0,b164,e164,c,1,10;7;181,1514558256872,1,0.5409836065573771
60,u10366,1567402428781,49.0,q11081,d,22000.0,0,0,0,0,0.0,b8134,e8134,d,1,18;7;183,1514962274771,1,0.5409836065573771
61,u10366,1572006715000,50.0,q192,d,26000.0,0,0,0,0,0.0,b192,e192,d,1,3;2;185,1514558779614,1,0.5409836065573771
62,u10366,1572220065121,71.0,q192,d,26000.0,0,0,0,0,0.0,b192,e192,d,1,3;2;185,1514558779614,1,0.5409836065573771
63,u10366,1572006836000,51.0,q11080,b,23000.0,0,0,0,0,0.0,b8133,e8133,a,1,17;7;182,1514962273978,0,0.5409836065573771
64,u10366,1572220186062,72.0,q11080,b,23000.0,0,0,0,0,0.0,b8133,e8133,a,1,17;7;182,1514962273978,0,0.5409836065573771
65,u10366,1572006934000,52.0,q11228,a,27000.0,0,0,0,0,0.0,b8281,e8281,a,1,10;7;184,1514962149417,1,0.5409836065573771
66,u10366,1572220284236,73.0,q11228,a,27000.0,0,0,0,0,0.0,b8281,e8281,a,1,10;7;184,1514962149417,1,0.5409836065573771
67,u10366,1572007021000,53.0,q11227,b,24000.0,0,0,0,0,0.0,b8280,e8280,b,1,5;2;183,1514962148650,1,0.5409836065573771
68,u10366,1572220370442,74.0,q11227,b,24000.0,0,0,0,0,0.0,b8280,e8280,b,1,5;2;183,1514962148650,1,0.5409836065573771
69,u10366,1572007132000,54.0,q11070,d,25000.0,0,0,0,0,0.0,b8123,e8123,d,1,8;2;184,1514962219658,1,0.5409836065573771
70,u10366,1572220482309,75.0,q11070,d,25000.0,0,0,0,0,0.0,b8123,e8123,d,1,8;2;184,1514962219658,1,0.5409836065573771
71,u10366,1572007213000,55.0,q11107,c,28000.0,0,0,0,0,0.0,b8160,e8160,c,1,20;21;184,1514962014955,1,0.5409836065573771
72,u10366,1572220563206,76.0,q11107,c,28000.0,0,0,0,0,0.0,b8160,e8160,c,1,20;21;184,1514962014955,1,0.5409836065573771
73,u10366,1572007306000,56.0,q8080,d,22000.0,0,0,0,0,0.0,b5551,e5551,d,1,1;2;185,1514559653545,1,0.5409836065573771
74,u10366,1572220655486,77.0,q8080,d,22000.0,0,0,0,0,0.0,b5551,e5551,d,1,1;2;185,1514559653545,1,0.5409836065573771
75,u10366,1572007368000,57.0,q10964,c,26000.0,0,0,0,0,0.0,b8017,e8017,c,1,12;2;182,1526633842069,1,0.5409836065573771
76,u10366,1572220717911,78.0,q10964,c,26000.0,0,0,0,0,0.0,b8017,e8017,c,1,12;2;182,1526633842069,1,0.5409836065573771
77,u10366,1572007446000,58.0,q11188,b,25000.0,0,0,0,0,0.0,b8241,e8241,b,1,13;2;181,1552357376210,1,0.5409836065573771
78,u10366,1572220795511,79.0,q11188,b,25000.0,0,0,0,0,0.0,b8241,e8241,b,1,13;2;181,1552357376210,1,0.5409836065573771
79,u10366,1572007543000,59.0,q11238,a,34000.0,0,0,0,0,0.0,b8291,e8291,c,1,13;2;184,1514962320083,0,0.5409836065573771
80,u10366,1572220892730,80.0,q11238,a,34000.0,0,0,0,0,0.0,b8291,e8291,c,1,13;2;184,1514962320083,0,0.5409836065573771
81,u10366,1572007614000,60.0,q11185,a,23000.0,0,0,0,0,0.0,b8238,e8238,a,1,15;2;182,1552357369237,1,0.5409836065573771
82,u10366,1572220964428,81.0,q11185,a,23000.0,0,0,0,0,0.0,b8238,e8238,a,1,15;2;182,1552357369237,1,0.5409836065573771
83,u10366,1572007705000,61.0,q10997,d,23000.0,0,0,0,0,0.0,b8050,e8050,d,1,10;7;181,1514962175009,1,0.5409836065573771
84,u10366,1572221054939,82.0,q10997,d,23000.0,0,0,0,0,0.0,b8050,e8050,d,1,10;7;181,1514962175009,1,0.5409836065573771
85,u10366,1572007769000,62.0,q10961,d,27000.0,0,0,0,0,0.0,b8014,e8014,b,1,17;7;183,1526633835463,0,0.5409836065573771
86,u10366,1572221119375,83.0,q10961,d,27000.0,0,0,0,0,0.0,b8014,e8014,b,1,17;7;183,1526633835463,0,0.5409836065573771
87,u10366,1572007879000,63.0,q10985,a,23000.0,0,0,0,0,0.0,b8038,e8038,a,1,22;2;181,1514962226542,1,0.5409836065573771
88,u10366,1572221228977,84.0,q10985,a,23000.0,0,0,0,0,0.0,b8038,e8038,a,1,22;2;181,1514962226542,1,0.5409836065573771
89,u10366,1572007940000,64.0,q11036,b,26000.0,0,0,0,0,0.0,b8089,e8089,c,1,14;2;182,1514962163435,0,0.5409836065573771
90,u10366,1572221289837,85.0,q11036,b,26000.0,0,0,0,0,0.0,b8089,e8089,c,1,14;2;182,1514962163435,0,0.5409836065573771
91,u10366,1572008005000,65.0,q11174,a,22000.0,0,0,0,0,0.0,b8227,e8227,a,1,14;2;183,1514962261825,1,0.5409836065573771
92,u10366,1572221355351,86.0,q11174,a,22000.0,0,0,0,0,0.0,b8227,e8227,a,1,14;2;183,1514962261825,1,0.5409836065573771
93,u10366,1572008081000,66.0,q11016,b,27000.0,0,0,0,0,0.0,b8069,e8069,b,1,12;2;181,1514962143998,1,0.5409836065573771
94,u10366,1572221431201,87.0,q11016,b,27000.0,0,0,0,0,0.0,b8069,e8069,b,1,12;2;181,1514962143998,1,0.5409836065573771
95,u10366,1572008152000,67.0,q11236,d,23000.0,0,0,0,0,0.0,b8289,e8289,d,1,18;7;182,1514962318599,1,0.5409836065573771
96,u10366,1572221501772,88.0,q11236,d,23000.0,0,0,0,0,0.0,b8289,e8289,d,1,18;7;182,1514962318599,1,0.5409836065573771
97,u10366,1572008256000,68.0,q11095,a,28000.0,0,0,0,0,0.0,b8148,e8148,b,1,9;2;183,1540805138489,0,0.5409836065573771
98,u10366,1572221605654,89.0,q11095,a,28000.0,0,0,0,0,0.0,b8148,e8148,b,1,9;2;183,1540805138489,0,0.5409836065573771
99,u10366,1572008307000,69.0,q153,a,22000.0,0,0,0,0,0.0,b153,e153,a,1,8;2;179;182,1514559515383,1,0.5409836065573771
100,u10366,1572221656867,90.0,q153,a,22000.0,0,0,0,0,0.0,b153,e153,a,1,8;2;179;182,1514559515383,1,0.5409836065573771
101,u10366,1572009938000,70.0,q4516,d,56000.0,0,0,0,0,0.0,b3048,e3048,c,5,79,1565337098526,0,0.5409836065573771
102,u10366,1572223288053,91.0,q4516,d,56000.0,0,0,0,0,0.0,b3048,e3048,c,5,79,1565337098526,0,0.5409836065573771
103,u10366,1572255480000,92.0,q11151,b,26000.0,0,0,0,0,0.0,b8204,e8204,b,1,20;21;181,1514962003363,1,0.5409836065573771
104,u10366,1572468830070,102.0,q11151,b,26000.0,0,0,0,0,0.0,b8204,e8204,b,1,20;21;181,1514962003363,1,0.5409836065573771
105,u10366,1572255615000,93.0,q11017,b,24000.0,0,0,0,0,0.0,b8070,e8070,b,1,6;7;182,1514962144800,1,0.5409836065573771
106,u10366,1572468964561,103.0,q11017,b,24000.0,0,0,0,0,0.0,b8070,e8070,b,1,6;7;182,1514962144800,1,0.5409836065573771
107,u10366,1572255740000,94.0,q11138,c,27000.0,0,0,0,0,0.0,b8191,e8191,b,1,180;2;182,1514962327718,0,0.5409836065573771
108,u10366,1572469090204,104.0,q11138,c,27000.0,0,0,0,0,0.0,b8191,e8191,b,1,180;2;182,1514962327718,0,0.5409836065573771
109,u10366,1572255808000,95.0,q11170,b,23000.0,0,0,0,0,0.0,b8223,e8223,b,1,180;2;183,1514962212755,1,0.5409836065573771
110,u10366,1572469158327,105.0,q11170,b,23000.0,0,0,0,0,0.0,b8223,e8223,b,1,180;2;183,1514962212755,1,0.5409836065573771
111,u10366,1572255966000,96.0,q11128,d,24000.0,0,0,0,0,0.0,b8181,e8181,d,1,22;2;182,1514962202946,1,0.5409836065573771
112,u10366,1572469316215,106.0,q11128,d,24000.0,0,0,0,0,0.0,b8181,e8181,d,1,22;2;182,1514962202946,1,0.5409836065573771
113,u10366,1572256035000,97.0,q11059,b,30000.0,0,0,0,0,0.0,b8112,e8112,a,1,11;7;181,1514962181578,0,0.5409836065573771
114,u10366,1572469384765,107.0,q11059,b,30000.0,0,0,0,0,0.0,b8112,e8112,a,1,11;7;181,1514962181578,0,0.5409836065573771
115,u10366,1572256139000,98.0,q11179,b,22000.0,0,0,0,0,0.0,b8232,e8232,b,1,10;7;184,1514962265733,1,0.5409836065573771
116,u10366,1572469488870,108.0,q11179,b,22000.0,0,0,0,0,0.0,b8232,e8232,b,1,10;7;184,1514962265733,1,0.5409836065573771
117,u10366,1572256210000,99.0,q10948,c,23000.0,0,0,0,0,0.0,b8001,e8001,c,1,14;2;183,1528106443974,1,0.5409836065573771
118,u10366,1572469559675,109.0,q10948,c,23000.0,0,0,0,0,0.0,b8001,e8001,c,1,14;2;183,1528106443974,1,0.5409836065573771
119,u10366,1572256283000,100.0,q10949,c,24000.0,0,0,0,0,0.0,b8002,e8002,c,1,10;7;184,1528106446313,1,0.5409836065573771
120,u10366,1572469632806,110.0,q10949,c,24000.0,0,0,0,0,0.0,b8002,e8002,c,1,10;7;184,1528106446313,1,0.5409836065573771
121,u10366,1572256366000,101.0,q11127,c,24000.0,0,0,0,0,0.0,b8180,e8180,c,1,18;7;181,1514962202235,1,0.5409836065573771
